x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,y
31,1,1,1,2,16,11,30,40.5,13.5,117.6,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,151,0,0,562,0,400,0,0,0,0,0,0,0,1,1,73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
32,1,1,1,2,1,6,21,45.5,60.4,127.2,1,0,404,1,0,1,0,0,0,0,0,0,0,0,0,63,0,0,624,0,266,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a
35,1,1,1,0,3,12,31,113.1,174.9,187.6,0,0,404,1,0,1,0,0,0,0,0,0,0,0,0,129,0,0,562,0,244,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,a
30,1,0,0,1,17,9,29,31,98.7,147.3,0,0,525,1,0,1,0,0,0,0,0,0,0,0,0,139,0,0,187,0,300,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,a
32,1,1,1,17,13,9,30,199.1,23.1,147.4,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,16,0,0,562,0,266,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
25,0,1,1,11,4,16,34,103.3,85.4,177.8,0,0,484,1,0,1,0,0,0,0,1,0,0,0,0,137,0,0,437,0,455,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
26,1,0,0,6,0,4,20,124.3,142.7,157.3,1,0,454,1,0,0,0,0,0,0,0,1,0,0,0,65,0,0,812,0,400,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,a
27,1,1,1,3,18,8,26,171.3,100.2,59.5,1,0,303,1,0,0,0,0,0,0,0,0,1,0,0,44,0,0,624,0,311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
35,1,1,1,11,15,13,28,42.1,43.2,79.4,1,0,555,1,0,0,0,0,0,0,0,1,0,0,0,159,0,0,874,0,500,0,0,1,0,0,0,0,0,0,77,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,b
17,0,1,0,3,12,13,23,188.1,85.6,60.2,0,0,484,1,0,0,0,0,0,0,0,1,0,0,0,109,0,0,874,0,355,0,0,0,453,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
29,1,1,1,14,17,6,30,40.2,14.5,86.1,1,0,454,1,0,0,0,0,0,0,0,1,0,0,0,55,0,0,562,0,699,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
33,0,0,1,1,5,18,28,153.2,114.8,42.9,0,0,353,1,0,0,0,0,0,0,0,1,0,0,0,154,0,0,562,0,433,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
32,1,0,0,0,4,17,30,67.4,20.2,155,0,0,353,1,0,0,0,0,0,0,0,1,0,0,0,61,0,0,624,0,344,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
29,1,1,1,6,18,14,42,107.3,84.1,167,1,0,404,1,0,0,0,0,0,0,0,0,0,0,0,128,0,0,874,0,311,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,a
30,1,1,1,9,18,10,30,50.8,22.6,69.3,0,0,252,1,0,0,0,0,0,0,0,1,0,0,0,85,0,0,624,0,433,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,a
32,1,1,0,18,8,17,21,37.6,69.1,192,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,157,0,0,375,0,644,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
32,0,0,1,18,1,4,33,170.1,33.3,41.6,0,0,121,1,0,1,1,0,0,0,0,0,0,0,0,113,0,0,624,0,611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,b
31,1,0,1,2,8,4,19,114.3,92.1,151.3,0,0,454,1,0,0,0,0,0,0,0,1,0,0,0,23,0,0,624,0,366,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
30,1,1,0,1,13,1,45,160.2,82.1,180.2,0,0,222,1,0,0,0,0,0,0,0,0,0,0,0,224,0,0,624,0,244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,a
38,1,1,1,10,4,11,28,175.5,142.9,66.1,1,0,404,1,0,0,0,0,0,0,0,1,0,0,0,116,0,0,624,0,577,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
34,1,0,0,14,18,13,40,7.7,0.1,117.2,0,0,555,1,1,0,0,0,0,0,0,0,0,0,0,33,0,1,812,0,666,0,0,1,0,0,0,0,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,a
28,1,0,1,12,9,1,25,79.2,195.7,66.8,0,0,303,1,0,1,0,0,0,0,0,0,1,0,0,132,0,0,624,0,477,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
35,1,1,1,6,14,8,33,114.1,8.2,15.9,0,0,404,0,0,0,0,0,0,0,1,0,0,0,0,188,1,0,562,0,433,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,a
20,1,0,1,4,17,7,28,42.4,68.8,192,1,0,969,1,0,0,0,0,0,0,0,1,0,0,0,227,0,0,562,0,289,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
35,1,1,0,17,2,7,30,89.7,7,78,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,190,0,0,624,0,233,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,a
30,1,0,1,9,0,6,32,184.8,67.4,32.6,0,0,172,0,0,0,0,0,1,0,0,1,1,0,0,180,1,0,562,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,a
33,1,0,1,15,2,8,37,52,159.7,167.9,0,0,404,1,1,0,0,0,0,0,0,0,0,0,0,109,0,0,874,0,533,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,b
28,1,1,1,17,8,1,34,196.4,56.1,91,0,0,605,1,0,0,0,0,0,0,0,1,0,0,0,159,0,0,999,0,544,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,a
39,0,1,1,17,18,4,21,192.5,64.5,72.9,1,0,505,1,0,0,0,0,1,0,0,1,0,0,0,123,0,0,562,0,799,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a
32,1,1,1,6,11,4,28,147.9,103,22.9,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,137,0,0,250,0,633,0,0,0,0,0,0,0,1,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
33,1,0,1,14,6,7,40,84.7,106.7,19.2,0,0,101,1,0,0,0,0,0,0,0,0,1,0,0,85,0,0,624,0,233,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
21,1,1,0,13,5,15,32,161.9,140.1,31.4,1,0,505,1,0,1,0,0,0,0,0,0,0,0,0,22,0,0,812,0,355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,a
29,0,1,0,2,9,4,49,99.2,87.9,161.4,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,94,0,0,812,0,255,0,0,0,365,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,a
32,1,1,1,1,12,6,29,165.1,183.3,181.9,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,148,0,0,812,0,400,0,0,1,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,b
26,1,1,1,17,15,17,37,196.5,123.5,64.5,1,0,404,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0,624,0,233,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
27,1,1,0,18,11,16,21,38.3,156.2,106,0,0,454,1,0,1,0,0,0,0,0,0,0,0,0,103,0,0,874,0,655,0,0,0,0,0,0,0,0,1,278,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,b
39,1,1,0,15,2,16,27,64.7,102.8,97.5,0,0,505,1,0,0,0,0,0,0,0,1,0,0,0,121,0,0,624,0,522,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
15,1,1,1,7,1,0,38,184.4,60.8,63.9,0,0,121,1,0,1,0,0,0,0,0,0,0,0,0,122,0,0,562,0,910,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,a
29,1,1,0,16,7,11,31,72.6,106.8,156.7,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,192,0,0,812,0,311,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
28,0,0,1,17,11,9,29,33.3,139.5,34.1,0,0,484,0,1,0,0,0,0,0,0,0,0,0,0,218,0,0,562,1,555,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,a
33,1,1,1,4,3,18,26,5.2,75.3,38.3,0,0,706,1,0,1,0,0,0,0,0,0,0,0,0,111,0,0,562,0,644,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,a
29,1,0,1,1,13,3,29,100.9,171.5,197.9,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,202,0,0,562,0,344,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
34,0,1,0,0,16,8,35,51.5,118.7,78,1,0,404,1,0,0,0,0,0,0,0,0,0,1,0,180,0,0,812,0,266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
32,1,1,0,3,15,2,31,122.2,148.5,89.1,0,0,505,1,0,0,0,0,0,0,0,1,0,0,0,104,0,0,749,0,555,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
27,1,1,1,0,5,15,32,13.2,167.6,177.5,1,0,555,1,0,1,0,0,0,0,0,0,0,1,0,131,0,0,812,0,355,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a
34,0,0,1,2,0,7,27,77.8,71.5,177.1,0,0,404,1,0,0,0,0,0,0,0,1,1,0,0,259,0,0,437,0,733,0,0,0,0,0,0,0,0,1,106,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
32,0,1,1,2,15,18,37,2.3,154.1,35.7,0,0,706,1,0,0,0,0,0,0,0,1,0,0,0,24,0,0,812,0,644,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,b
29,1,1,1,13,12,12,32,30.5,114.7,150.9,1,0,151,1,0,0,0,0,0,0,0,0,0,0,0,180,0,0,624,0,211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,a
26,1,0,1,10,16,6,34,197.4,18.5,104,0,0,172,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,500,0,189,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
34,1,1,1,18,1,7,29,192.8,98.7,74.6,0,0,252,1,0,0,0,0,0,0,0,0,1,0,0,76,0,0,562,0,644,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,a
30,1,1,1,10,5,9,28,126.9,134.6,83.8,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,106,0,0,437,0,400,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
35,1,1,1,7,1,10,36,143.2,116.8,82.8,0,0,555,1,1,0,0,0,0,0,0,0,0,0,0,135,0,0,624,0,344,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
24,1,1,1,7,14,0,29,47.4,48.9,85.8,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,123,0,0,562,0,611,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
27,1,0,1,18,3,4,36,9.3,59.5,182.6,0,0,151,1,0,0,0,0,0,0,0,0,0,0,0,269,0,0,437,0,189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,a
29,1,1,1,2,17,11,31,87.6,125.6,68.7,1,0,404,1,0,1,0,0,0,0,0,0,0,0,0,69,0,0,812,0,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,b
25,1,1,1,7,4,11,27,138.3,79.5,34.4,1,0,404,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,375,0,200,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
40,1,1,1,1,4,14,32,123.8,192.3,77.9,0,0,404,0,1,0,0,0,0,0,0,0,0,1,0,138,1,0,562,0,455,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
24,0,0,1,1,7,17,34,71.8,140.9,77.2,0,0,353,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,812,0,278,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,a
29,1,1,1,10,2,1,28,59.3,179.9,100.3,0,0,202,1,0,0,0,0,0,0,0,1,0,0,0,146,0,0,562,0,366,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,a
30,1,1,1,14,10,4,25,145.1,98.3,68.8,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,27,0,0,624,0,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,b
29,0,1,1,14,12,18,28,72.6,50.1,56.6,0,1,404,1,1,0,0,0,0,0,0,0,0,0,0,119,0,0,624,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,a
29,0,1,0,5,5,4,37,128,46.6,8.8,1,0,404,1,0,0,0,1,0,0,0,1,0,0,0,75,0,0,562,0,333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,a
32,1,1,1,10,1,0,29,106.8,5.1,148.2,0,0,252,0,0,0,0,0,0,0,0,0,1,0,0,117,1,0,624,0,211,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
25,1,1,1,6,9,9,35,28.1,188.3,114.5,1,0,363,1,0,0,0,1,0,0,0,1,0,0,0,234,0,0,812,0,411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,b
37,1,0,1,5,13,6,34,165.6,72.1,77.9,0,0,404,1,0,0,0,1,0,0,0,1,0,0,0,105,0,0,812,0,366,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
24,0,1,1,14,12,2,29,73.8,159.3,16.3,0,0,484,1,0,0,0,0,0,0,0,1,0,0,0,159,0,0,812,0,577,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
29,1,1,1,9,5,2,40,87.4,57.1,163,1,0,404,1,0,0,0,1,1,0,0,1,0,0,0,189,0,0,562,0,588,0,0,0,0,0,1,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
31,1,1,1,8,18,10,29,195.5,58.8,43.4,0,0,404,1,1,0,0,0,0,0,1,0,0,0,0,37,0,0,562,0,244,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a
27,0,0,0,18,5,10,28,164.7,162.1,60.6,1,1,404,0,0,0,0,0,0,0,0,1,0,1,0,294,1,0,812,0,588,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
39,0,1,0,7,10,18,33,25.4,126.9,167.4,0,0,706,1,0,0,0,0,0,0,0,1,0,0,0,51,0,0,562,0,633,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,a
30,0,1,0,17,15,16,30,77.9,57.9,121.9,0,0,454,1,0,0,0,0,0,0,0,1,0,0,0,117,0,0,749,0,566,0,0,0,0,0,0,0,0,1,52,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,b
30,1,0,1,1,6,2,20,132.7,112.1,72.8,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,97,0,0,687,0,455,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,a
42,1,1,1,0,6,7,26,112.2,108.3,95.8,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,111,0,0,562,0,400,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,b
22,1,0,1,3,6,7,24,114.7,74.6,123.3,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,158,0,0,624,0,533,0,0,0,0,0,0,0,0,1,31,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,b
26,0,1,1,4,6,17,21,127,138.2,0.3,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,241,0,0,812,0,611,0,0,0,433,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
33,1,1,0,14,0,0,35,61,67.8,92.5,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,159,0,0,562,0,377,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
31,1,1,0,12,10,3,24,45.2,38.9,79.7,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,103,0,0,562,0,355,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
33,1,1,1,5,18,11,37,10.8,41.6,28.3,0,0,404,1,0,0,1,0,0,0,0,1,0,0,0,167,0,0,624,0,422,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b
26,0,1,1,11,6,16,34,132.9,6,67.5,0,0,555,1,0,0,0,0,0,0,0,1,0,0,0,33,0,0,562,0,422,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
35,1,1,1,1,15,17,37,121.1,12.4,117.8,0,0,121,1,1,0,0,0,0,0,0,0,0,0,0,105,0,0,375,0,189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,a
35,1,0,1,8,10,10,27,36.1,102.2,72.5,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,275,0,0,562,0,278,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
25,1,0,1,3,0,6,26,165.6,42.5,125.1,0,0,252,0,0,0,0,0,0,0,0,1,0,0,0,198,1,0,812,0,366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,b
23,1,1,1,15,7,13,25,45.5,139.1,108,0,0,404,1,1,0,0,0,0,0,0,0,0,0,0,127,0,0,749,0,255,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a
25,0,1,1,15,14,4,31,81.8,73,66.3,1,0,404,1,0,0,0,0,0,0,0,1,0,0,0,100,0,0,874,0,500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,b
24,1,0,0,1,2,4,28,156.5,172.4,182,0,0,404,0,0,0,0,0,0,0,0,0,0,1,0,74,0,0,624,1,211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,a
23,1,1,1,9,12,14,34,185.7,154.3,94.4,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,122,1,0,562,0,244,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
32,1,1,1,10,16,13,20,193.6,3.2,167.6,1,0,283,1,0,0,0,0,0,0,0,1,0,0,0,80,0,0,812,0,688,0,0,0,0,0,0,0,0,1,28,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,a
23,0,0,0,12,9,16,24,173.6,117,60.3,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,45,0,0,874,0,533,0,0,1,0,0,0,0,0,0,77,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,b
35,0,1,1,14,7,12,22,168.1,180,172.3,0,0,505,1,0,0,0,0,1,0,0,1,0,0,0,22,0,0,687,0,400,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
35,1,1,1,1,11,7,33,127.7,28.2,119.6,0,0,404,1,0,0,0,0,0,0,0,1,1,0,0,115,0,0,562,0,433,0,0,0,0,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
33,0,0,1,7,3,8,30,137.5,94.9,24.6,0,0,505,1,0,1,0,0,0,0,0,0,0,0,0,82,0,0,562,0,311,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a
28,1,0,0,11,15,12,25,47,75.8,54.3,1,0,454,1,0,1,0,0,0,0,0,0,0,0,0,233,0,0,812,0,355,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a
28,1,1,1,2,4,5,31,136.6,67.2,197.2,0,0,404,1,0,1,0,0,0,0,0,0,0,0,0,22,0,0,624,0,255,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,a
27,1,1,1,3,5,8,46,119.6,25.9,77,1,0,353,1,0,0,0,0,0,0,0,0,1,0,0,82,0,0,624,0,222,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
33,0,1,1,6,0,14,24,46.2,9.6,185.3,0,0,252,1,0,1,0,0,0,0,0,0,0,0,0,103,0,0,874,0,511,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,a
30,1,1,0,15,16,3,31,56.8,94.6,187.5,0,0,383,1,0,0,0,0,0,0,0,1,0,0,0,87,0,0,687,0,599,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,b
36,1,1,0,2,16,9,38,172.2,168.6,58.7,1,0,404,1,1,0,0,0,0,0,0,0,0,1,0,109,0,0,562,0,622,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
35,1,1,1,13,10,16,28,107.1,181.8,50.3,0,0,404,1,0,1,0,0,0,0,0,0,0,0,0,81,0,0,562,0,278,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,a
27,1,0,0,1,11,18,28,199.6,134.7,6.1,0,0,605,1,0,0,0,0,0,0,0,1,0,0,0,155,0,0,437,0,322,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a
32,1,0,0,11,0,10,36,69.7,106.2,60.8,0,0,484,1,0,0,0,0,0,0,0,1,0,0,0,228,0,0,812,0,344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,a
28,1,0,1,1,10,16,25,94.1,16.1,191.1,0,0,202,1,1,0,0,0,0,0,0,0,0,0,0,22,0,0,624,0,344,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
23,1,1,1,14,10,18,29,124.4,189.4,170.6,0,0,454,1,0,0,0,0,0,0,0,1,0,0,0,78,0,0,812,0,688,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,a
33,1,1,1,16,4,3,24,16.2,167.3,138.5,1,0,404,0,0,1,0,0,0,0,0,0,1,0,0,29,1,0,562,0,677,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a
25,1,1,0,3,10,7,34,198.8,30.1,139.2,0,0,404,0,0,0,0,0,0,0,0,0,0,1,0,74,1,0,562,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a
35,0,0,0,14,5,13,41,20.5,170.1,168.9,1,0,404,1,0,1,0,0,0,0,0,0,0,1,0,163,0,0,812,0,278,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a
28,0,0,1,2,13,13,30,90.2,13.2,181.3,1,0,303,1,0,0,0,0,0,0,0,0,0,0,0,145,0,0,999,0,311,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,a
27,0,1,0,16,18,13,30,5.2,57.1,101.1,1,0,202,1,0,1,0,1,0,0,0,0,0,0,0,132,0,0,812,0,422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,a
29,1,1,1,17,10,15,36,61.5,197.4,79.3,1,0,525,1,0,0,0,0,0,0,0,1,0,0,0,70,0,0,624,0,455,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,a
